Vehicle_ID,Frame_ID,Local_X,Local_Y,v_Vel
1103,0,6.970000000000006,0.0,19.98
1103,1,6.980000000000004,1.990000000000009,19.95
1103,2,6.990000000000002,3.9700000000000273,20.09
1103,3,7.010000000000005,5.960000000000036,20.6
1103,4,7.030000000000001,8.039999999999964,21.57
1103,5,7.020000000000003,10.269999999999982,22.93
1103,6,6.990000000000002,12.61999999999989,24.28
1103,7,6.93,15.129999999999882,25.26
1103,8,6.850000000000001,17.730000000000018,25.77
1103,9,6.780000000000001,20.339999999999918,25.91
1103,10,6.700000000000003,22.919999999999845,25.94
1103,11,6.630000000000003,25.50999999999999,26.06
1103,12,6.560000000000002,28.12999999999988,26.16
1103,13,6.480000000000004,30.75999999999999,26.16
1103,14,6.400000000000006,33.37999999999988,26.06
1103,15,6.32,35.98000000000002,25.92
1103,16,6.230000000000004,38.549999999999955,25.86
1103,17,6.150000000000006,41.13999999999987,25.86
1103,18,6.07,43.73000000000002,25.86
1103,19,5.990000000000002,46.309999999999945,25.86
1103,20,5.910000000000004,48.899999999999864,25.86
1103,21,5.830000000000005,51.49000000000001,25.87
1103,22,5.75,54.069999999999936,25.86
1103,23,5.670000000000002,56.659999999999854,25.8
1103,24,5.590000000000003,59.25,25.65
1103,25,5.530000000000001,61.799999999999955,25.43
1103,26,5.5,64.32999999999993,25.22
1103,27,5.5,66.83999999999992,25.07
1103,28,5.490000000000002,69.32999999999993,25.0
1103,29,5.490000000000002,71.82999999999993,25.0
1103,30,5.480000000000004,74.32999999999993,25.03
1103,31,5.480000000000004,76.84999999999991,24.95
1103,32,5.470000000000006,79.34999999999991,24.63
1103,33,5.460000000000001,81.79999999999995,24.14
1103,34,5.460000000000001,84.16999999999985,23.74
1103,35,5.450000000000003,86.49000000000001,23.74
1103,36,5.450000000000003,88.8599999999999,24.13
1103,37,5.440000000000005,91.30999999999995,24.62
1103,38,5.43,93.80999999999995,24.96
1103,39,5.43,96.32999999999993,25.07
1103,40,5.420000000000002,98.84999999999991,24.97
1103,41,5.440000000000005,101.34999999999991,24.68
1103,42,5.400000000000006,103.80999999999995,24.27
1103,43,5.290000000000006,106.19000000000005,23.97
1103,44,5.150000000000006,108.53999999999996,24.03
1103,45,5.100000000000001,110.94000000000005,24.42
1103,46,5.100000000000001,113.41999999999985,24.92
1103,47,5.190000000000005,115.95000000000005,25.3
1103,48,5.25,118.50999999999999,25.44
1103,49,5.300000000000004,121.05999999999995,25.42
1103,50,5.3600000000000065,123.59999999999991,25.35
1103,51,5.410000000000004,126.12999999999988,25.27
1103,52,5.470000000000006,128.64999999999986,25.17
1103,53,5.540000000000006,131.16999999999985,25.03
