Vehicle_ID,Frame_ID,Local_X,Local_Y,v_Vel
1103,0,6.97,0.0,19.98
1103,1,6.98,1.99,19.95
1103,2,6.99,3.97,20.09
1103,3,7.01,5.96,20.6
1103,4,7.03,8.04,21.57
1103,5,7.02,10.27,22.93
1103,6,6.99,12.62,24.28
1103,7,6.93,15.13,25.26
1103,8,6.85,17.73,25.77
1103,9,6.78,20.34,25.91
1103,10,6.7,22.92,25.94
1103,11,6.63,25.51,26.06
1103,12,6.56,28.13,26.16
1103,13,6.48,30.76,26.16
1103,14,6.4,33.38,26.06
1103,15,6.32,35.98,25.92
1103,16,6.23,38.55,25.86
1103,17,6.15,41.14,25.86
1103,18,6.07,43.73,25.86
1103,19,5.99,46.31,25.86
1103,20,5.91,48.9,25.86
1103,21,5.83,51.49,25.87
1103,22,5.75,54.07,25.86
1103,23,5.67,56.66,25.8
1103,24,5.59,59.25,25.65
1103,25,5.53,61.8,25.43
1103,26,5.5,64.33,25.22
1103,27,5.5,66.84,25.07
1103,28,5.49,69.33,25.0
1103,29,5.49,71.83,25.0
1103,30,5.48,74.33,25.03
1103,31,5.48,76.85,24.95
1103,32,5.47,79.35,24.63
1103,33,5.46,81.8,24.14
1103,34,5.46,84.17,23.74
1103,35,5.45,86.49,23.74
1103,36,5.45,88.86,24.13
1103,37,5.44,91.31,24.62
1103,38,5.43,93.81,24.96
1103,39,5.43,96.33,25.07
1103,40,5.42,98.85,24.97
1103,41,5.44,101.35,24.68
1103,42,5.44,104.018,28.68
1103,43,5.279433286246649,107.08179541262703,32.68
1103,44,4.937834268287957,110.33189296669055,32.68
1103,45,4.426606436536482,113.55965846375545,32.68
1103,46,3.705568692780493,116.95187434310029,36.68
1103,47,2.7562204353444466,120.49489027392859,36.68
1103,48,1.9520180152613535,124.27836519356696,40.68
1103,49,0.8991421397842991,128.2077514549109,40.68
1103,50,0.01177504337410229,132.38248541484276,44.68
1103,51,-1.1446284501439603,136.69824200670232,44.68
1103,52,-2.127718538715291,141.056746093858,44.68
1103,53,-2.960691378288,145.44641353553672,44.68
1103,54,-3.6656951051345126,149.8584418383848,44.68
1103,55,-4.261919513884977,154.2864820882482,44.68
1103,56,-4.765864380547054,158.725971199775,44.68
1103,57,-5.191640277842961,163.1736378785271,44.68
1103,58,-5.551268660944227,167.62714115415943,44.68
1103,59,-5.854963573848525,172.0848079653821,44.68
1103,60,-6.1113867941083955,176.5454436972158,44.68
1103,61,-6.327873754293748,181.00819591933947,44.68
1103,62,-6.510630636764006,185.47245665566635,44.68
1103,63,-6.510630636764006,189.94545665566636,44.78
1103,64,-6.510630636764006,194.43345665566636,44.980000000000004
1103,65,-6.510630636764006,198.94645665566637,45.28
1103,66,-6.510630636764006,203.49445665566637,45.68
1103,67,-6.510630636764006,208.08745665566636,46.18
1103,68,-6.510630636764006,212.73545665566635,46.78
1103,69,-6.510630636764006,217.44845665566635,47.480000000000004
1103,70,-6.510630636764006,222.23645665566636,48.28
1103,71,-6.510630636764006,227.10945665566635,49.18
1103,72,-6.510630636764006,232.06845665566635,50.0
1103,73,-6.510630636764006,237.06845665566635,50.0
1103,74,-6.510630636764006,242.06845665566635,50.0
1103,75,-6.510630636764006,247.06845665566635,50.0
1103,76,-6.510630636764006,252.06845665566635,50.0
1103,77,-6.510630636764006,257.06845665566635,50.0
1103,78,-6.510630636764006,262.06845665566635,50.0
1103,79,-6.510630636764006,267.06845665566635,50.0
1103,80,-6.510630636764006,272.06845665566635,50.0
1103,81,-6.510630636764006,277.06845665566635,50.0
1103,82,-6.510630636764006,282.06845665566635,50.0
1103,83,-6.510630636764006,287.06845665566635,50.0
1103,84,-6.510630636764006,292.06845665566635,50.0
1103,85,-6.510630636764006,297.06845665566635,50.0
1103,86,-6.510630636764006,302.06845665566635,50.0
1103,87,-6.510630636764006,307.06845665566635,50.0
1103,88,-6.510630636764006,312.06845665566635,50.0
1103,89,-6.510630636764006,317.06845665566635,50.0
1103,90,-6.510630636764006,322.06845665566635,50.0
1103,91,-6.510630636764006,327.06845665566635,50.0
1103,92,-6.510630636764006,332.06845665566635,50.0
1103,93,-6.510630636764006,337.06845665566635,50.0
1103,94,-6.510630636764006,342.06845665566635,50.0
1103,95,-6.510630636764006,347.06845665566635,50.0
1103,96,-6.510630636764006,352.06845665566635,50.0
1103,97,-6.510630636764006,357.06845665566635,50.0
1103,98,-6.510630636764006,362.06845665566635,50.0
1103,99,-6.510630636764006,367.06845665566635,50.0
1103,100,-6.510630636764006,372.06845665566635,50.0
1121,0,-4.68,-58.7,32.16
1121,1,-4.69,-55.37,34.27
1121,2,-4.7,-51.87,36.11
1121,3,-4.68,-48.17,37.18
1121,4,-4.67,-44.38,37.56
1121,5,-4.65,-40.61,37.58
1121,6,-4.63,-36.86,37.54
1121,7,-4.62,-33.11,37.54
1121,8,-4.6,-29.35,37.54
1121,9,-4.58,-25.6,37.54
1121,10,-4.57,-21.85,37.54
1121,11,-4.55,-18.09,37.54
